CAD,burned_fraction,dxb_dCAD,Qdot_W,q_W_m3,volume_m3
6.6,0.3288134240668812,0.05462804585415351,6412.434284098985,6561527516.967812,9.772776640068523e-07
6.7,0.33429569954033855,0.05501606905504315,6457.981827261218,6601046815.540471,9.783269241565682e-07
6.8,0.3398163549258485,0.05539560375806758,6502.532960358252,6639357827.521369,9.793918522366798e-07
6.9,0.3453745293052708,0.055766408931391634,6546.059390216141,6676433830.304339,9.804724433130111e-07
7.0,0.35096933776155026,0.05612824566559819,6588.533072797926,6712248591.414792,9.815686923790184e-07
7.1,0.3565998716021057,0.056480877396956224,6629.9262394116195,6746776396.615236,9.826805943558113e-07
7.2,0.36226519860464684,0.05682407013273168,6670.211423158,6779992077.939884,9.838081440922213e-07
7.3,0.36796436328561594,0.05715759267830897,6709.361485590944,6811871041.622741,9.849513363647916e-07
7.4,0.37369638719142295,0.05748121686588113,6747.3496435618845,6842389295.880904,9.861101658778413e-07
7.5,0.3794602692126166,0.057794717784457536,6784.149496218942,6871523478.515972,9.87284627263487e-07
7.6,0.3852549859211114,0.05809787401093082,6819.735052130377,6899250884.294823,9.884747150816834e-07
7.7,0.39107949193056285,0.05839046784193435,6854.080756500841,6925549492.070909,9.896804238202481e-07
7.8,0.39693272027995796,0.058672285526215284,6887.16151844816,6950397991.606551,9.909017478949036e-07
7.9,0.4028135828404559,0.058943117497238996,6918.952738307262,6973775810.056377,9.921386816493213e-07
8.0,0.4087209707454885,0.05920275860573316,6949.430334927037,6995663138.071865,9.93391219355143e-07
8.1,0.4146537548441008,0.05945100835187359,6978.570772925126,7016040955.486222,9.946593552120308e-07
8.2,0.4206107861774767,0.05968767111680508,7006.35108986467,7034891056.539099,9.959430833476945e-07
8.3,0.4265908964785754,0.05991255639318538,7032.748923316378,7052196074.600024,9.97242397817938e-07
8.4,0.4325928986947553,0.06012547901443326,7057.742537768472,7067939506.349763,9.985572926066883e-07
8.5,0.43861558753324636,0.060326259382356126,7081.310851346446,7082105735.378399,9.998877616260398e-07
8.6,0.44465774002929176,0.060514723692827066,7103.433462303818,7094680055.159225,1.0012337987162968e-06
8.7,0.45071811613674295,0.060690704159176094,7124.090675244604,7105648691.357684,1.0025953976460094e-06
8.8,0.4567954593408676,0.060854039232956,7143.2635270375895,7114998823.434595,1.0039725521120114e-06
8.9,0.46288849729308873,0.06100457382173935,7160.933812382122,7122718605.503348,1.0053652557394653e-06
9.0,0.46899594246733817,0.06114215950359887,7177.084108984577,7128797186.401024,1.0067735020819033e-06
9.1,0.4751164928376808,0.061266654737921755,7191.697802304496,7133224728.933945,1.0081972846212697e-06
9.2,0.48124883257682005,0.061377925072205096,7204.7591098289595,7135992428.258703,1.0096365967679476e-06
9.3,0.4873916327750672,0.061475843344477796,7216.253104833604,7137092529.359764,1.011091431860831e-06
9.4,0.4935435521793221,0.06156028988099426,7226.165739588606,7136518343.586723,1.0125617831673403e-06
9.5,0.49970323795156746,0.06163115268884316,7234.483867967771,7134264264.213463,1.01404764388348e-06
9.6,0.5058693264463603,0.06168832764311583,7241.195267419048,7130325780.983644,1.0155490071338802e-06
9.7,0.512040444006748,0.06173171866827906,7246.288660254693,7124699493.607113,1.0170658659718463e-06
9.8,0.5182152077780212,0.061761237913398784,7249.753734219665,7117383124.173469,1.0185982133793827e-06
9.9,0.5243922265386656,0.0617768059208633,7251.581162296939,7108375528.44916,1.020146042267272e-06
10.0,0.5305701015478459,0.06177835178825755,7251.762621708906,7097676706.027306,1.0217093454750836e-06
